drug_row	drug_col	cell_line_name	synergy_loewe
216326	2662	A549	-2.737995533
23725625	5311	MCF7	3.734453
216326	5453	MCF7	4.419843465
11525740	71384	HT29	1.876038598
2187	2094	MCF7	-69.6686422
123631	60699	MCF7	4.135002301
11525740	5311	PC3	-13.00432864
11525740	71384	PC3	2.068419266
123631	644241	A549	-3.175604783
5394	4114	A549	-0.444561111
2094	4114	PC3	-0.023663297
2708	5311	HT29	-9.102075419
3902	176871	A549	3.359897694
11683	3062316	HT29	-14.83412938
444795	5311	MCF7	-5.896870064
11626560	5453	HT29	-6.805367785
16654980	24964624	MDAMB231	11.91089
11525740	2478	HT29	-6.959878452
2123	42611257	PC3	10.78
2708	5453	HT29	-8.284096753
9703	60699	MCF7	-15.27224298
2662	2478	HT29	-2.674919374
60198	42611257	A549	-1.368226528
11626560	208908	HS578T	-1.740950911
5394	60699	PC3	-9.92961578
11525740	25126798	PC3	-0.682194539
11683	2478	HT29	-1.19598388
11683	4211	PC3	-1.815490426
11525740	176871	A549	0.144866334
11525740	644241	HT29	-1.841705119
5453	5394	HT29	-6.378302617
387447	11960529	HCT116	-49.16836482
24964624	11977753	HCT116	-0.830718634
5394	387447	VCAP	-49.65688546
36462	3062316	A375	7.383376187
9703	3690	PC3	2.102238596
11683	4211	MCF7	-8.117359049
11626560	5311	A549	-2.706200531
6450551	354624	PC3	-4.428728088
5394	11977753	RKO	-32.44122966
11525740	4211	HT29	5.834198574
3385	2708	MCF7	1.27363426
3902	2187	A549	-3.655395418
5394	57469	A549	-0.69947019
24856436	10127622	MCF7	15.84688
3062316	2187	PC3	-1.608433095
11626560	4211	PC3	-3.031040741
11525740	387447	MCF7	-1.88942848
11525740	4114	PC3	-0.868237793
3385	2187	A549	-3.744061759
25126798	208908	PC3	11.74560456
3385	11626560	A549	4.149123767
25126798	11683	MCF7	-12.4033391
42611257	57469	HCT116	-3.496334543
10127622	11717001	MCF7	-1.613233
71384	3062316	A549	6.958051763
6450551	644241	MCF7	-4.99811681
354624	176871	A549	-1.427107551
457193	387447	MCF7	-12.37
216326	3363	MCF7	-4.744262332
216326	5394	HCT116	1.45518812
2094	387447	MCF7	-35.48593977
2187	9703	HT29	-3.116572778
2123	354624	A549	-60.55179283
2708	444795	PC3	-5.604344049
60198	5394	HT29	-16.57274437
6450551	5453	A549	-6.176896435
216326	123631	A549	-7.587458708
25126798	5311	A549	-1.033906386
5453	2478	HT29	0.867912953
5394	5426	A549	-2.490709483
42611257	387447	MCF7	-0.058095147
6450551	2094	PC3	1.198562187
4091	5311	HT29	-22.79404315
3690	57469	PC3	-73.37853541
208908	3062316	A375	-15.99158254
123631	208908	PC3	-5.201513663
5394	24856436	RKO	-37.4546067
25126798	71384	MCF7	-1.916636815
123631	208908	HT29	3.026993439
3062316	2187	A549	-2.90901435
5453	3062316	A549	-9.527576793
2187	5426	A549	-3.466005421
11525740	176871	HT29	-0.679038453
208908	176871	HS578T	-2.271631453
60198	3363	MCF7	7.503706789
3062316	208908	A549	-0.000353255
11683	644241	MCF7	-11.662018
3902	2094	MCF7	1.702907101
3385	42611257	PC3	2.803001919
444795	57469	PC3	-0.837776637
3385	444795	A549	3.1824312
17755052	11707110	BT20	42.35997
444795	2094	MCF7	-5.749140464
644241	9703	PC3	-0.943273401
2708	644241	A549	0.730047544
208908	4211	MCF7	-2.842370123
71384	2141	PC3	-4.139544922
6450551	11683	HT29	-5.040702604
5311	11977753	HT29	6.058425381
60198	9703	MCF7	1.121955198
60198	3062316	PC3	2.261842355
42611257	2662	HT29	3.553148951
2708	354624	HT29	-19.705541
5311	208908	PC3	-15.3099694
2123	60699	MCF7	-13.78958154
6450551	5311	HT29	-2.801769634
3902	208908	HT29	-11.13482576
11525740	2187	A549	-4.224502711
2708	42611257	MCF7	-0.135573006
11525740	3062316	PC3	5.84
444795	60699	MCF7	-2.750394573
11683	5394	HT29	3.424742155
444795	3062316	MCF7	-3.501984412
2478	2187	HT29	-1.741370595
11525740	3902	HT29	0.323405992
216326	2708	PC3	0.354344455
42611257	3363	PC3	-20.66112728
176871	387447	HT29	49.30265579
5311	11960529	HCT116	-37.78073383
71384	3690	PC3	-8.003002485
71384	2708	A549	-2.508288562
5426	387447	SKMEL28	-52.57881929
3385	42611257	MCF7	3.372909494
208908	3062316	VCAP	4.509456425
11494412	10127622	MCF7	39.3706
11683	5453	MCF7	-17.08990255
71384	3363	HT29	6.805845961
42611257	3363	MCF7	-6.872726047
24964624	11977753	SW620	-15.51206728
2123	3902	HT29	-5.119856121
5311	387447	LOVO	-2.988293817
11525740	2662	PC3	-2.512321075
354624	387447	MCF7	1.058498001
5311	3690	MCF7	-6.537877393
60198	5426	PC3	0.380957795
36462	5311	A375	-31.50754126
11525740	57469	A549	-0.059603076
2662	57469	HT29	-1.400395894
3363	2478	A549	-3.416392771
5453	2094	MCF7	-3.106435143
2094	2141	PC3	-1.269692011
444795	9703	A549	-8.926367162
3902	4114	A549	-0.925550149
3385	5426	PC3	2.472783208
60198	5394	MCF7	-9.202139197
2708	176871	HT29	-7.815645668
2478	2187	MCF7	-1.676274059
216326	57469	SKMEL28	2.849463552
2708	5311	A549	-0.861973998
216326	11683	PC3	-3.940486226
60198	444795	MCF7	-6.497332177
2187	387447	MCF7	-6.957437872
6450551	354624	A549	-12.85376014
216326	5426	HT29	-2.725904287
24856436	3062316	VCAP	-4.387722938
2708	2187	HT29	-8.197284726
444795	9703	MCF7	-6.558643115
71384	5394	A549	-9.12885516
387447	3062316	VCAP	-23.67325951
4211	5426	PC3	-0.574839626
6450551	176871	A549	11.12272872
6450551	5453	MCF7	1.970439559
4211	5426	MCF7	-0.019238179
5453	644241	A549	-4.950855873
3363	5394	PC3	-0.827113719
42611257	5426	HCT116	7.550838067
3902	444795	A549	-11.58868982
25126798	60198	PC3	-12.49846461
25126798	644241	HT29	-3.459214451
2123	2478	PC3	-12.25935997
3062316	4211	A549	-2.301868366
2662	644241	A549	-1.547265967
11525740	4114	HT29	-8.362016909
11626560	60198	A549	-3.231658426
216326	354624	A549	-0.888195748
208908	387447	VCAP	-19.67499676
6450551	3902	A549	-6.308164018
42611257	2187	A549	-0.012057954
42611257	4211	MCF7	2.919931092
71384	2123	HT29	-4.455148271
216326	3363	PC3	-1.432440077
11626560	57469	PC3	-4.646428646
9703	57469	A549	-0.629950397
6450551	444795	MCF7	6.145389472
2187	176871	HT29	-1.221622765
216326	3062316	PC3	-7.427362065
57469	2141	MCF7	0.06540784
208908	176871	PC3	2.005672543
60198	5426	A549	-6.070673145
2123	387447	A549	5.136748314
25126798	11683	HT29	-5.263489909
71384	3363	A549	-2.949034433
2123	4211	A549	-3.941522872
5311	387447	RKO	2.54676325
42611257	2141	A549	-20.23584104
71384	3902	MCF7	-2.07457135
5394	387447	SKMEL28	-50.80793743
3062316	5426	A549	-4.954288502
3385	354624	PC3	-3.833286295
216326	4114	PC3	-2.736730529
60198	3385	A549	2.350604682
5743	5394	VCAP	-3.738612465
60699	176871	HT29	-52.08955995
354624	5311	PC3	-3.510687954
24856436	24964624	RKO	3.261376051
60198	3902	A549	-1.641685602
216326	11683	A549	4.210213956
123631	24964624	BT20	41.39775
24964624	11977753	RKO	5.074021
11683	4211	A549	1.265691928
2662	5394	MCF7	0.056671026
11525740	2662	HT29	0.410556918
216326	60198	A549	0.777415113
216326	60699	A549	0.301152661
5394	387447	A375	-24.35096275
2708	3062316	MCF7	-0.338929719
11683	444795	A549	-5.657170645
216326	176871	A549	9.237118045
3363	5311	PC3	-0.152548674
5394	2478	A549	-7.868452645
71384	2662	A549	-5.368502059
3385	2123	A549	-13.21041962
444795	2478	PC3	-4.844933965
71384	2478	MCF7	-6.727256271
4211	2478	MCF7	1.01704996
5394	11977753	LOVO	-16.07325805
42611257	57469	HT29	-4.892407302
11960529	5288382	A375	-31.85667155
5394	4114	PC3	-4.440353837
2662	176871	HT29	1.288625101
3902	457193	HT29	8.27
5453	176871	A549	-0.129294711
25126798	2094	PC3	-4.266862256
457193	2141	MCF7	-31.89
11525740	3062316	MCF7	-5.916223532
2123	354624	HT29	-39.51993661
24856436	24964624	A375	-25.01762634
11525740	3902	PC3	-2.421474647
42611257	4211	HT29	-15.76690171
25126798	176871	HT29	-6.237666361
11683	176871	HT29	-0.980311811
11626560	42611257	HT29	-2.971373341
24856436	11960529	A375	-45.98486266
4211	644241	PC3	1.277499476
4211	2478	HT29	-2.915181747
71384	42611257	HT29	1.385258666
3062316	60699	MCF7	-4.875719552
11525740	57469	HT29	-8.243371581
644241	2478	HT29	-1.373745138
5311	9703	PC3	-50.04642064
123631	2187	MCF7	0.254031188
444795	60699	A549	6.347133764
216326	60198	PC3	4.170255236
11683	457193	PC3	5.52
25126798	42611257	MCF7	-0.007054445
42611257	354624	HT29	4.924916936
4261	123631	MCF7	2.742724
11683	3690	PC3	-6.078570705
2094	60699	PC3	-12.58637253
11626560	42611257	PC3	-8.685125185
354624	57469	MCF7	0.114155519
24856436	11960529	RKO	-17.26260473
11525740	5453	MCF7	-6.937834042
11626560	5453	PC3	2.395610199
25126798	354624	A549	-18.52571365
11525740	644241	HS578T	0.890955298
123631	644241	PC3	-6.729593795
216326	387447	SKMEL28	-0.714758657
5394	60699	HT29	-33.09292417
3363	5311	A549	-11.47517243
5743	24856436	A375	-46.31050364
444795	4114	A549	-9.197770179
4114	387447	PC3	-55.84628502
36462	5311	VCAP	5.99842938
2708	11626560	MCF7	-1.975917371
5453	208908	HT29	-15.44925561
11626560	444795	HT29	-1.392156838
11525740	176871	PC3	2.152951922
6450551	457193	MCF7	19.37
4114	176871	HT29	-3.387686508
354624	2478	MCF7	-2.339727956
36462	208908	HT29	6.476889655
23725625	11707110	MCF7	7.467426
354624	5311	MCF7	-3.007138109
17755052	10127622	MDAMB231	35.97158
216326	5426	PC3	-1.913994367
11525740	4114	MCF7	4.951276577
4114	57469	PC3	-0.934107746
5311	57469	SW620	1.292044324
23725625	16720766	MCF7	19.01215
444795	387447	HT29	-43.84527658
208908	9703	HT29	-2.69293479
25126798	57469	PC3	-1.902227069
11683	9703	MCF7	-21.18979792
3363	2141	MCF7	-49.32621816
11525740	5311	A549	-6.022873684
11626560	176871	MCF7	2.664485936
2708	57469	HT29	-0.648954815
208908	176871	HT29	0.783099532
3902	3363	A549	-21.81826177
25126798	3062316	A549	-9.551226858
2662	2478	MCF7	4.852756041
2094	3690	PC3	2.791603327
25126798	71384	PC3	-4.728691845
71384	354624	HT29	4.252722958
42611257	176871	HT29	-6.891591303
42611257	5426	MCF7	7.115892797
24856436	387447	A375	-1.188661069
6450551	4211	MCF7	1.93444691
2708	5311	MCF7	5.978665742
5743	24856436	HT29	-56.17003434
123631	2123	A549	-20.23606652
444795	354624	A549	-1.055136976
2187	644241	MCF7	-2.770542238
2708	60699	HT29	-8.506526134
60198	2478	MCF7	-9.514796589
11626560	3062316	PC3	15.57
208908	9826528	A375	-17.84410975
24978538	4014291	SW948	-3.766665178
6450551	42611257	MCF7	-3.806056703
9826528	11960529	A375	-24.54319127
11683	2187	A549	-2.821459439
4211	9703	MCF7	-3.028191874
11626560	5394	HT29	-9.364662437
5394	24856436	SW620	-4.143212553
6450551	4114	MCF7	0.957339938
2662	2141	MCF7	-2.999609583
25126798	2187	A549	-1.603511502
11525740	176871	HS578T	13.57946943
4211	57469	A549	0.843374745
354624	9703	A549	-12.29672736
5394	644241	MCF7	0.479307672
2708	3363	A549	-3.488564375
3363	5426	A549	-73.38704956
3062316	4114	A549	-8.14769572
2662	444795	HT29	5.341915446
5743	387447	A375	-55.83020892
25126798	4211	A549	-4.697663159
2187	5311	PC3	-5.473992442
24856436	11977753	SW620	6.01
176871	387447	PC3	31.04
644241	3062316	MCF7	-2.757595735
2662	5311	PC3	-15.99567169
2662	60699	MCF7	-14.31077766
387447	11960529	LOVO	-4.552004189
5394	2478	HT29	-0.647952156
60198	176871	PC3	1.464502119
71384	5453	A549	2.132383755
5743	5311	A375	-35.39946839
6450551	3062316	HT29	-6.908270554
11960529	11977753	SW620	-49.43120415
9703	2141	PC3	8.963439142
3385	3902	MCF7	8.359142972
6450551	4211	HT29	6.153687389
444795	354624	HT29	3.107164786
5394	9703	HT29	-2.45079383
11525740	208908	PC3	12.55578199
6450551	2708	A549	-2.180263038
2708	9703	PC3	-10.8189399
71384	2187	MCF7	-3.976007797
123631	42611257	MCF7	0.256880112
25126798	5311	MCF7	-1.62414574
354624	4114	MCF7	-1.252592277
208908	9703	A549	-8.74670679
216326	9703	HT29	-1.098459752
11525740	11683	PC3	10.65
123631	176871	A549	5.58702103
444795	2187	HT29	7.991162508
644241	3062316	HS578T	-6.820545155
216326	71384	PC3	5.346392108
60198	4211	PC3	1.066373558
42611257	2141	MCF7	-5.901080305
4211	3690	PC3	0.103862916
25126798	4211	HT29	2.979198574
25126798	3902	HT29	-0.666707628
123631	3062316	HT29	6.037346941
42611257	9703	PC3	-0.473451333
5394	4114	MCF7	0.754561811
11626560	11525740	MCF7	-8.234702258
11683	2123	PC3	-6.844554465
3062316	2141	PC3	-11.7086277
5394	57469	MCF7	1.193851158
5311	24964624	VCAP	13.26540784
5394	3690	PC3	3.228278907
71384	176871	MCF7	-2.737866236
123631	2094	PC3	-12.40669609
3363	4211	A549	-44.3713914
25126798	444795	HT29	-4.652743676
2662	5426	PC3	-5.021723178
4091	5311	VCAP	-62.96125414
4211	2141	A549	4.188755583
5453	5426	A549	-16.1941954
6450551	71384	HT29	4.974467131
6450551	2123	MCF7	-12.90696509
6450551	3902	HT29	-1.833347272
3902	9703	A549	0.433364257
60699	176871	MCF7	-4.567896354
4091	11977753	VCAP	-39.18888179
71384	42611257	PC3	-1.94153074
3902	3690	MCF7	-1.38627572
5311	11977753	LOVO	2.277117258
123631	5311	HT29	5.416289119
5394	11960529	RKO	-11.78065629
5453	2187	PC3	-3.10438374
2187	4114	PC3	-1.458201697
2094	60699	MCF7	-13.74344827
5311	2094	MCF7	-21.1754388
24856436	208908	VCAP	4.356563958
24856436	387447	LOVO	-3.944069244
123631	4211	MCF7	-2.187251092
2123	2708	MCF7	-16.8703537
42611257	4114	A549	-3.01861433
2478	60699	A549	-4.28147609
42611257	208908	MCF7	-0.116051469
5426	2141	MCF7	-3.216604015
11626560	5394	A549	-21.88828626
2123	4114	A549	-9.123992927
2478	3690	MCF7	-0.778228405
60198	60699	A549	-4.059934085
123631	60699	A549	8.495915954
60198	60699	HT29	-6.118966939
36462	5311	HT29	3.577907217
11626560	11525740	HS578T	0.934796242
25126798	5426	A549	2.796681118
3363	9703	PC3	-17.49251728
5394	354624	A549	-9.170439059
5426	9703	MCF7	-0.792002722
42611257	387447	SKMEL28	-4.438313142
2708	387447	MCF7	-5.400736841
216326	9703	MCF7	2.626748426
2708	9703	HT29	-13.84819317
208908	387447	HT29	-9.562896763
57469	2141	PC3	1.512450936
3385	2141	MCF7	-14.03667091
2708	387447	PC3	-6.381200966
3062316	5426	MCF7	-1.121671217
3902	5453	A549	-9.325696707
387447	11977753	HCT116	-2.051569437
25126798	4211	MCF7	0.822574648
2708	4114	MCF7	-4.271420551
11525740	216326	HT29	-6.636605661
60198	5394	PC3	-5.959082697
11683	9703	HT29	-2.687434885
354624	60699	PC3	-1.974557666
3385	387447	MCF7	0.359734871
42611257	5453	PC3	-1.452847743
25126798	3690	MCF7	-0.290381716
24964624	5288382	A375	-16.89615247
5311	9826528	VCAP	7.812085592
11525740	42611257	MCF7	7.305880715
11626560	208908	HT29	-2.901930499
57469	387447	SW620	-22.55028623
444795	5426	MCF7	-9.35650019
2478	57469	HT29	-6.984198139
60699	176871	A549	-0.567906233
3363	2187	A549	-16.01802148
11525740	2478	PC3	-1.426108544
60198	2123	A549	-37.43077606
5394	11977753	HCT116	-81.55787469
216326	5311	HCT116	-1.369566957
42611257	444795	PC3	3.111468055
208908	24964624	HT29	9.724544458
5453	2478	A549	1.078240611
42611257	387447	HT29	4.504776813
11525740	11683	A549	9.541951742
123631	57469	A549	0.232202422
60198	208908	HT29	0.950321531
2123	208908	A549	-16.26597784
2123	3902	MCF7	-0.502809258
42611257	2662	MCF7	1.257651285
2123	5311	PC3	-12.52072502
216326	2123	MCF7	0.188303193
11525740	2123	HT29	-6.274816231
6450551	60699	A549	-10.04974866
25126798	3062316	HT29	-48.57791281
6450551	2187	HT29	-2.304320899
3062316	176871	HT29	-12.54915692
71384	387447	HT29	3.689221212
11626560	5426	MCF7	-7.717269278
2123	5394	A549	-3.988838264
3902	3062316	MCF7	-0.799132192
123631	2662	A549	-3.869261018
2478	2187	A549	-1.999061117
2478	60699	MCF7	-13.89693758
3363	354624	A549	-13.63398345
6450551	644241	A549	-8.61144006
5311	176871	PC3	8.493205177
11626560	4114	PC3	-2.600269336
208908	3690	MCF7	-2.415267028
3363	644241	MCF7	-16.82689685
3363	354624	PC3	-3.631804927
2708	5426	PC3	-5.348953245
25126798	57469	HT29	-9.312321657
123631	5394	HT29	-5.071402725
11626560	5394	PC3	-10.52386316
3385	3062316	MCF7	-0.522535487
444795	3062316	HT29	0.537808889
2708	11626560	A549	-2.17088029
11626560	123631	HS578T	5.934336638
2662	644241	MCF7	-0.50709805
6450551	11683	A549	6.736080009
11525740	354624	HT29	-31.84574654
123631	457193	A549	5.47
11525740	208908	A549	-9.314625131
5394	9703	A549	-0.350232224
444795	4211	PC3	5.860691178
216326	644241	HT29	1.048279573
2187	60699	HT29	-19.58516485
123631	3363	HT29	4.975057585
216326	5426	HCT116	-11.36193478
123631	5311	A549	8.020294522
4211	387447	MCF7	-20.11166041
2662	444795	A549	-8.824914506
3062316	60699	A549	-3.922560855
42611257	2478	PC3	-4.814333622
3062316	4114	PC3	-42.24902435
3363	9703	HT29	-42.45470248
3902	9703	MCF7	-2.617932809
71384	208908	MCF7	-3.761726273
123631	444795	PC3	-4.560828148
23725625	10127622	BT20	8.212417
11626560	11683	PC3	-11.64614738
3902	444795	HT29	-7.716699334
11525740	25126798	MCF7	-0.56466543
5453	208908	PC3	-4.332404887
60198	5311	HT29	-2.62003908
2719	24964624	MCF7	-95.40361
42611257	4114	HT29	-7.288384412
71384	2662	HT29	-3.544962158
60198	3902	PC3	0.210840742
5394	5426	HT29	-3.702220731
11525740	42611257	A549	6.628385868
2708	644241	PC3	-6.935302019
3902	2478	A549	-1.270546199
3385	9703	A549	-13.29047574
23725625	24964624	MCF7	11.61985
2708	3902	MCF7	-5.175083851
5311	2478	PC3	-18.04293031
36462	3062316	VCAP	-5.057638538
25126798	3902	PC3	-0.023957541
216326	2478	HT29	7.146718262
60198	60699	MCF7	-4.741313181
354624	9703	PC3	-18.59615956
42611257	57469	SW620	-24.25992359
2478	5426	MCF7	0.787862618
6450551	2662	PC3	-5.790735366
354624	387447	A549	-4.756672265
2187	176871	A549	-1.519671516
60198	176871	A549	5.574442468
3385	3902	PC3	3.493276512
123631	2478	HT29	-4.156862997
42611257	5311	HT29	-1.934456448
42611257	5394	PC3	-1.459753271
2094	387447	PC3	-56.63861724
3062316	2478	HT29	-11.00671214
3902	5311	HT29	-8.643532876
24856436	11960529	HT29	-62.39331063
2123	176871	MCF7	-17.14435123
2662	444795	PC3	-1.059229428
71384	5311	A549	0.52884921
24856436	24964624	SW620	-6.471346839
4211	644241	A549	-2.209608255
123631	71384	A549	6.316999949
10127622	24964624	SKBR3	-13.27309569
11683	57469	MCF7	-5.333015833
5394	11977753	SW620	-10.40348207
71384	3385	MCF7	0.220716197
71384	2123	PC3	-10.47778386
2187	387447	HT29	-25.83051889
3902	57469	PC3	4.587360887
60198	5311	PC3	-1.448206739
11683	2662	HT29	-10.32276291
24964624	3062316	HT29	23.78281669
123631	11683	MCF7	-14.9276707
5394	387447	A549	-44.02595906
60198	4114	PC3	3.43437548
2141	387447	A549	-56.94278651
11525740	42611257	HT29	-15.61974305
216326	4211	A549	2.048037616
216326	2708	HT29	28.3654334
9703	4114	MCF7	-3.402822362
25126798	387447	MCF7	1.984126131
4211	176871	A549	-6.637811296
42611257	5426	SW620	-15.47917634
11683	2662	A549	3.876962231
3062316	5288382	A375	10.3189652
71384	5394	HT29	-5.186772943
11525740	3385	PC3	0.116043364
3385	57469	PC3	2.593102273
216326	5394	SKMEL28	1.780592942
9703	2141	A549	2.6318753
123631	42611257	HT29	12.76110694
2708	2478	A549	-3.364378379
208908	4114	MCF7	-2.466398121
3902	2478	MCF7	6.673241961
5311	24964624	RKO	1.948051913
3363	208908	A549	-28.90565629
3363	9703	A549	-40.77383249
4114	60699	MCF7	-19.16034888
42611257	5311	A549	-5.709910787
60198	176871	HT29	5.350988198
4211	60699	MCF7	-12.57080301
11525740	5426	PC3	1.489609741
11960529	11977753	VCAP	-33.89701299
5311	24856436	LOVO	1.643641214
5426	387447	MCF7	-3.66358921
5453	176871	MCF7	-3.704884308
60198	2662	HT29	0.873021831
11683	354624	HT29	-14.48519801
9703	57469	MCF7	0.837683939
208908	387447	A375	-42.95161222
11525740	9703	PC3	-2.884605208
24856436	387447	RKO	-23.58726481
216326	60198	HT29	-38.35847781
2123	11626560	PC3	-11.32114121
216326	5311	A549	7.652148127
5311	208908	A375	-10.73932293
24978538	10127622	SW948	9.57818349
3363	2094	PC3	-54.81633257
4091	5394	A375	-3.180449983
2708	5394	A549	-15.19846744
11626560	9703	A549	-18.11289621
2662	2187	HT29	0.785040775
11525740	2141	PC3	0.500786118
25126798	71384	HT29	-0.598072513
3902	2141	MCF7	-5.932312687
354624	5311	A549	-3.84388656
444795	5311	PC3	-17.28490112
5394	24856436	A375	-9.447405864
5743	3062316	HT29	-13.56301598
11626560	3902	A549	-3.808870788
2478	176871	PC3	3.199036428
11525740	457193	A549	7.94
25126798	42611257	HS578T	-1.46733461
216326	5311	HT29	-7.450381701
11683	176871	PC3	-2.552790829
11525740	3363	MCF7	-9.306662809
3902	354624	HT29	3.075310801
644241	208908	MCF7	-4.581618712
2478	60699	PC3	-2.139762801
6450551	5453	HT29	-2.805780335
36462	3062316	HT29	7.423244872
2123	5394	MCF7	-5.386451501
60198	5453	MCF7	3.561642566
2187	9703	MCF7	-1.692284658
60198	2187	HT29	2.923088264
16654980	10127622	MDAMB231	14.96001
3385	2187	PC3	2.766206498
24856436	11960529	LOVO	-38.63631883
387447	11977753	HT29	2.758330215
2662	3062316	HT29	-10.16708838
2123	208908	MCF7	-1.208722269
644241	208908	PC3	-7.516881781
6450551	2478	PC3	-4.229445252
36462	208908	VCAP	1.138872272
5311	2141	PC3	-22.24534117
5311	11960529	A375	-42.69770331
5311	4211	PC3	-41.69118152
2478	176871	A549	8.681687345
57469	2141	A549	0.527842761
11626560	3062316	HS578T	-20.38011585
5311	5394	LOVO	-31.85325448
3363	9703	MCF7	-18.80291626
354624	387447	HT29	6.142458509
36462	24964624	HT29	6.418788721
2708	42611257	PC3	-6.857499841
644241	2478	PC3	0.334864907
3363	2141	A549	-62.84657035
71384	9703	A549	-11.33622235
176167	23725625	MCF7	3.183485
25126798	444795	PC3	-0.153921054
25126798	4114	MCF7	1.488754082
11626560	25126798	PC3	-9.58243156
11626560	208908	MCF7	-2.047551625
123631	24964624	MCF7	13.8997
2708	5394	HT29	-9.743858569
4211	644241	HT29	-2.482762363
644241	176871	HS578T	-1.838711485
25126798	457193	PC3	7.69
11525740	42611257	HS578T	8.825288625
444795	2478	MCF7	-3.419709977
2662	208908	A549	-10.82082584
5394	2187	A549	-3.420438295
3902	4211	MCF7	-2.1496571
387447	11977753	SW620	4.015960059
71384	60699	HT29	2.943778218
4091	11977753	A375	-35.94312573
6450551	444795	HT29	1.954036408
11683	2141	A549	-8.205503316
11683	3385	A549	-4.051120404
216326	387447	PC3	2.124026739
2141	60699	MCF7	-88.37623315
60198	2187	A549	-0.03414363
25126798	11683	A549	2.444763403
5311	24856436	HCT116	1.83826221
5394	644241	A549	-3.68058149
2708	2187	MCF7	-2.0810313
5311	4114	A549	-6.730934709
2662	4114	A549	0.148043136
216326	208908	HT29	0.419838158
5453	4211	MCF7	-9.606214343
4114	176871	PC3	-28.73581327
3902	5394	MCF7	-5.968625332
3062316	57469	MCF7	-0.193333813
354624	3062316	PC3	0.857615921
444795	2478	A549	2.462948849
123631	2708	HT29	-2.710309464
11683	5311	HT29	-11.32426146
60198	57469	MCF7	-1.170645941
11525740	216326	A549	-5.671150092
2094	57469	MCF7	-3.335650626
60198	4114	HT29	-5.405517226
2662	2187	MCF7	-3.440741029
3363	354624	HT29	2.773594549
3385	3062316	PC3	2.136571635
123631	4114	A549	-2.311495966
2123	5426	PC3	-3.877836686
2662	2141	PC3	-3.285192701
6450551	60699	HT29	-14.48462115
444795	4211	HT29	0.928803703
644241	2478	MCF7	1.932076463
3363	60699	MCF7	-2.873884183
60198	2094	PC3	-11.90266608
11626560	60699	MCF7	-10.3406929
42611257	60699	MCF7	2.021584841
25126798	5311	HT29	-14.20194733
36462	387447	A375	-1.892581919
354624	176871	HT29	-4.939453935
5394	4211	HT29	-4.290038121
2708	9703	A549	-15.32996407
3062316	176871	A549	-15.01641806
11525740	2478	A549	-7.758105773
2123	9703	A549	-0.412963119
216326	387447	A549	-1.887540219
11683	444795	PC3	-2.518660858
2708	3062316	PC3	-8.582827248
644241	176871	PC3	3.841106041
5394	3690	MCF7	-1.766225422
6450551	2478	MCF7	-6.752019741
11626560	71384	A549	2.925749014
4091	3062316	VCAP	0.046018285
11525740	216326	MCF7	-0.224270777
9703	176871	PC3	-16.7272486
2708	644241	PC3	-7.59
5311	387447	PC3	0.956083282
11525740	123631	HS578T	10.04073611
25126798	2662	A549	1.159829097
2123	444795	MCF7	-37.48611636
5453	4114	A549	-5.366981092
5311	9826528	A375	-10.32799965
5743	11977753	VCAP	-31.89905986
11683	5311	PC3	-11.70917317
3902	644241	PC3	-5.016351007
42611257	3902	MCF7	3.172286116
60198	387447	PC3	-0.657013998
2708	57469	MCF7	-6.082118679
3385	176871	PC3	3.966831782
3363	176871	MCF7	-15.10723301
17755052	2719	MCF7	-19.20453
2708	4114	HT29	-3.739336002
216326	71384	HT29	-1.452015765
3363	387447	MCF7	-2.456632863
60198	2708	PC3	8.36128209
5453	5426	HT29	-8.196723141
5311	57469	MCF7	-6.512521124
5311	208908	MCF7	-0.843976713
9703	60699	A549	-29.8516117
2662	2187	PC3	-4.568905511
123631	387447	A549	0.241483757
123631	644241	HS578T	-2.449997478
5453	354624	PC3	-8.457628139
4114	57469	A549	-1.506919025
2123	11626560	A549	-26.93240316
11525740	644241	MCF7	-2.163638285
644241	176871	MCF7	0.431534996
9703	176871	MCF7	0.242106307
5311	11977753	HCT116	0.611685387
5394	208908	A375	5.877489966
11626560	4211	HT29	6.170708772
11525740	387447	PC3	-1.717121097
11683	4114	A549	-0.209063267
6450551	11525740	MCF7	-2.578622187
2662	2187	A549	-5.063771661
23725625	2719	MCF7	-3.899619
208908	57469	HT29	0.156172282
3062316	208908	PC3	-4.349923743
24856436	11977753	HT29	3.9909496
25126798	644241	MCF7	5.089297009
3363	5394	HT29	-30.29955583
3363	3062316	A549	-0.369205604
60198	3363	PC3	13.05101763
5394	387447	RKO	-63.27623058
25126798	4211	PC3	1.501131885
2094	176871	MCF7	1.474089866
5743	5311	VCAP	-21.45034082
11626560	60198	HT29	-2.575247631
25126798	42611257	PC3	-2.036093714
123631	17755052	SKBR3	2.678360493
208908	11960529	A375	-4.528789274
123631	2662	MCF7	-1.045507654
2708	444795	PC3	-5.42
5311	176871	HT29	-2.926166635
11525740	25126798	A549	-0.768547551
17755052	123631	MCF7	-27.70387
42611257	644241	A549	-3.042065416
25126798	123631	A549	2.726737811
11626560	354624	MCF7	-7.169102674
11525740	25126798	HT29	-2.741122714
5394	11960529	HT29	11.23088692
11525740	3062316	PC3	-13.68735632
3062316	3690	PC3	-7.148244258
